County,Year,Gender,Level,Enrollment
Busia,2018,Female,primary,3081.0
Mombasa,2010,F,Secondary,1428.0
Vihiga,2018,M,Primary,3967.0
Migori,2016,Female,primary,6445.0
 ,2014,FEMALE,S,9114.0
Busia,2017,FEMALE,SECONDARY,2159.0
Kericho,2010,Male,primary,5132.0
Nyandarua,2017,male,primary,2547.0
 ,2018,M,Primary,2979.0
Kirinyaga,2012,male,Secondary,2649.0
Machakos,2021,Male,S,8505.0
Elgeyo Marakwet,2021,M,P,3083.0
Mombasa,2021,M,S,1037.0
Nairobi,2019,Female,primary,3489.0
Trans Nzoia,2016,FEMALE,P,7604.0
 ,2013,M,Secondary,7544.0
Siaya,2016,Female,Secondary,2634.0
Migori,2022,M,S,3983.0
Nairobi,2013,F,P,1778.0
Kakamega,2021,M,Primary,7902.0
Migori,2016,M,P,5110.0
Turkana,2010,M,Primary,5189.0
Wajir,2022,Male,primary,7378.0
Tana River,2019,male,S,1124.0
Kericho,2018,Male,Primary,697.0
Embu,2013,Female,P,2179.0
Kakamega,2017,Female,S,9596.0
Kilifi,2022,male,S,5251.0
Nakuru,2020,M,primary,9235.0
Garissa,2010,M,Secondary,1929.0
Kisumu,2015,Male,P,1013.0
Nakuru,2019,M,Secondary,226.0
Bomet,two thousand twelve,FEMALE,P,7321.0
Mombasa,2019,male,Secondary,1828.0
West Pokot,2019,male,Primary,7909.0
Murang'a,2015,M,P,5588.0
Kericho,2018,Female,primary,2023.0
Meru,2014,FEMALE,Primary,4966.0
Nairobi,2019,Female,SECONDARY,5891.0
Turkana,2019,FEMALE,P,1080.0
Wajir,2020,Female,SECONDARY,5036.0
Makueni,2014,FEMALE,SECONDARY,
Kiambu,2013,male,P,3292.0
Busia,2015,F,primary,3586.0
Turkana,2019,male,SECONDARY,4431.0
Nyeri,2018,Female,primary,6841.0
Kericho,2015,male,Primary,6643.0
Narok,2016,Female,SECONDARY,3959.0
Garissa,2018,male,SECONDARY,161.0
Makueni,2012,M,Secondary,593.0
Embu,2017,male,primary,3390.0
Narok,two thousand twelve,FEMALE,S,5997.0
West Pokot,2022,F,Primary,6354.0
Isiolo,2018,M,SECONDARY,663.0
Samburu,2012,Male,S,9324.0
Isiolo,2012,Female,Secondary,541.0
West Pokot,2010,Female,primary,5433.0
Nyandarua,2017,Female,S,
Embu,2015,FEMALE,primary,867.0
Mandera,2012,M,primary,8623.0
Garissa,2018,F,primary,5469.0
Migori,2022,FEMALE,SECONDARY,6256.0
Kisumu,2014,Female,primary,9398.0
Kitui,2010,Male,primary,1169.0
Kajiado,2012,Male,Secondary,830.0
Kitui,2010,M,Secondary,1651.0
Vihiga,2021,Male,SECONDARY,1136.0
West Pokot,2016,Male,P,2810.0
Migori,2011,FEMALE,primary,8667.0
Nairobi,2012,Female,primary,9518.0
Tharaka-Nithi,2017,Male,primary,1019.0
Murang'a,2014,F,primary,5237.0
Samburu,2019,F,P,1283.0
Kitui,2022,male,SECONDARY,659.0
Marsabit,2017,Female,S,2010.0
Busia,2019,Male,Primary,8590.0
Elgeyo Marakwet,2018,FEMALE,SECONDARY,1733.0
Migori,2021,F,P,2125.0
Busia,2018,M,SECONDARY,2171.0
Machakos,2022,M,Secondary,8266.0
Taita Taveta,2013,F,primary,3471.0
Kericho,2016,F,S,9028.0
Trans Nzoia,2013,FEMALE,Secondary,5624.0
Vihiga,2019,M,P,8691.0
Taita Taveta,2011,M,Primary,8329.0
Makueni,2022,Female,Primary,2097.0
Nyeri,2013,M,primary,5068.0
Kirinyaga,2012,Male,Secondary,6397.0
Meru,2018,FEMALE,P,2757.0
Samburu,2015,FEMALE,S,3920.0
Taita Taveta,2011,Male,Primary,8186.0
Kitui,2019,FEMALE,primary,1900.0
Taita Taveta,2018,male,SECONDARY,2610.0
Kakamega,2011,FEMALE,primary,6900.0
Garissa,2015,FEMALE,Primary,1449.0
Tana River,2015,M,Primary,8738.0
Nakuru,2015,male,Primary,5017.0
Vihiga,2011,F,Secondary,7999.0
Uasin Gishu,2022,F,SECONDARY,6052.0
Nyeri,2013,M,primary,2096.0
Homa Bay,2011,male,primary,8895.0
Uasin Gishu,2019,M,P,6404.0
Kericho,2021,M,SECONDARY,9817.0
Uasin Gishu,2018,M,primary,3331.0
Laikipia,2012,FEMALE,P,
Homa Bay,2020,FEMALE,Primary,5105.0
Narok,2019,Male,primary,2978.0
 ,2012,Female,P,2839.0
Homa Bay,2015,Female,primary,3384.0
Taita Taveta,2021,M,P,685.0
Kilifi,2011,male,P,7531.0
Trans Nzoia,2014,Female,SECONDARY,4283.0
Vihiga,2016,FEMALE,P,7736.0
Isiolo,2012,FEMALE,primary,7710.0
Uasin Gishu,2021,M,Primary,1619.0
Mombasa,2021,F,SECONDARY,6868.0
Turkana,2016,M,Secondary,1431.0
Kiambu,2012,Female,Secondary,9067.0
Kajiado,2021,Female,S,4713.0
Taita Taveta,2016,Female,S,9557.0
Narok,2022,Female,Primary,9435.0
Bomet,2020,male,primary,4998.0
Tharaka-Nithi,2012,F,Secondary,162.0
Nairobi,2012,F,S,1974.0
Isiolo,2011,M,Secondary,3291.0
Isiolo,2010,male,primary,8461.0
Mombasa,two thousand twelve,FEMALE,Secondary,631.0
Homa Bay,2012,F,Primary,905.0
Bungoma,2020,M,primary,2014.0
Nyeri,2012,male,P,9833.0
Narok,2013,male,SECONDARY,7896.0
Nyandarua,2013,M,SECONDARY,204.0
Elgeyo Marakwet,2017,F,P,581.0
Migori,2010,male,P,5675.0
Makueni,2013,FEMALE,Primary,9032.0
Nakuru,2016,Female,S,5347.0
Makueni,2021,M,primary,9911.0
Meru,2019,FEMALE,primary,2643.0
Embu,2015,Male,P,8017.0
Murang'a,2013,FEMALE,primary,2297.0
Narok,2015,F,Primary,874.0
Busia,2016,Male,Primary,5560.0
Uasin Gishu,2016,M,primary,689.0
Samburu,2010,M,Primary,4000.0
Uasin Gishu,2022,Female,SECONDARY,9614.0
Tana River,2011,F,primary,671.0
Meru,2016,Female,primary,7927.0
Kirinyaga,2015,Male,primary,1171.0
Kisumu,2021,F,SECONDARY,5591.0
Bomet,2016,male,SECONDARY,9135.0
Migori,2014,F,Secondary,6342.0
Samburu,2017,Female,SECONDARY,1449.0
Bomet,2016,male,Secondary,2539.0
Nyeri,2014,male,primary,3959.0
Mombasa,2016,F,SECONDARY,6285.0
Garissa,2021,male,primary,5432.0
Homa Bay,2018,Male,S,4260.0
Kisumu,2021,male,S,2361.0
Migori,2020,Male,SECONDARY,6164.0
Embu,2018,FEMALE,primary,3670.0
Uasin Gishu,2020,FEMALE,S,1753.0
Mandera,2010,Male,Primary,8100.0
Migori,2013,F,S,
Nyandarua,2016,FEMALE,primary,8562.0
Busia,2012,M,primary,5976.0
Marsabit,2021,male,primary,6588.0
Taita Taveta,2013,M,P,
Isiolo,2020,M,primary,6304.0
Marsabit,2016,male,primary,7345.0
Tharaka-Nithi,2016,F,P,7875.0
Kisumu,2015,Female,Secondary,9086.0
Kisumu,2013,Male,Secondary,6633.0
Kajiado,2022,F,Primary,597.0
Laikipia,2022,Female,Primary,3062.0
Kakamega,2022,M,P,2336.0
Embu,2019,Female,S,9879.0
Nakuru,2010,F,SECONDARY,572.0
Embu,2015,F,primary,7521.0
Mombasa,2017,male,P,6171.0
Vihiga,2012,F,SECONDARY,7097.0
Kiambu,2015,Female,primary,2090.0
Mombasa,2016,Female,Secondary,6566.0
Isiolo,2014,Male,P,4624.0
Kirinyaga,2010,Female,P,1633.0
Kiambu,2022,M,Secondary,1517.0
Kirinyaga,2021,Female,Primary,
Busia,2017,Male,Primary,1537.0
Uasin Gishu,2022,Female,SECONDARY,3137.0
Nairobi,2016,Male,Primary,6985.0
Laikipia,2010,F,S,97.0
West Pokot,2011,M,P,3750.0
Kajiado,2016,M,S,8535.0
Kajiado,2015,FEMALE,S,8174.0
Nakuru,2014,F,Secondary,8103.0
Turkana,2010,Female,SECONDARY,5413.0
Samburu,2012,Female,primary,4666.0
 ,2013,M,Secondary,610.0
Garissa,2021,Male,Primary,
Tana River,2022,M,SECONDARY,1854.0
Marsabit,2016,male,P,5055.0
Murang'a,2021,male,SECONDARY,2324.0
Marsabit,2018,Male,P,9369.0
Uasin Gishu,2019,Male,primary,9283.0
Taita Taveta,2022,Male,Secondary,5774.0
Marsabit,2022,Female,S,6519.0
Taita Taveta,2014,male,SECONDARY,1749.0
Taita Taveta,2015,M,Secondary,781.0
Elgeyo Marakwet,2021,Male,S,7548.0
Siaya,2012,Male,Secondary,6823.0
Kiambu,2017,FEMALE,Primary,2105.0
Elgeyo Marakwet,2020,M,P,3867.0
Nairobi,2017,male,Primary,7193.0
Garissa,2017,M,SECONDARY,
Uasin Gishu,2020,FEMALE,Primary,2113.0
Kakamega,2016,M,Secondary,5879.0
Mombasa,2020,male,P,3970.0
Uasin Gishu,2011,FEMALE,P,9259.0
Elgeyo Marakwet,2017,F,P,7264.0
Turkana,2022,Female,Primary,1577.0
Makueni,2020,FEMALE,primary,9203.0
Laikipia,2011,Male,P,2274.0
Nairobi,2010,FEMALE,S,4869.0
Busia,2012,M,Secondary,6744.0
Mandera,2021,male,P,2426.0
Lamu,2022,M,P,5546.0
Nairobi,2017,FEMALE,S,
Migori,2016,FEMALE,Primary,2551.0
Bomet,2012,F,P,6411.0
Kisumu,2017,Male,primary,7.0
Kirinyaga,2011,FEMALE,SECONDARY,8087.0
Meru,2012,Female,Primary,2555.0
Vihiga,2011,male,Secondary,475.0
Wajir,2018,FEMALE,SECONDARY,5416.0
Garissa,2016,FEMALE,Secondary,8676.0
Trans Nzoia,2017,Female,Primary,7239.0
Meru,2018,Female,P,6710.0
Isiolo,2018,FEMALE,Secondary,5000.0
Lamu,2017,FEMALE,primary,
Taita Taveta,2020,Male,Secondary,8078.0
Nakuru,2013,M,primary,6063.0
Bungoma,2014,Male,S,2285.0
Bungoma,2012,M,Secondary,5223.0
Kitui,2021,Male,P,6971.0
Kisumu,2011,male,primary,3525.0
Bungoma,2016,male,S,2822.0
Meru,2014,Female,SECONDARY,4943.0
Marsabit,2020,male,SECONDARY,6530.0
Makueni,2018,F,SECONDARY,258.0
Kilifi,2017,Female,SECONDARY,282.0
Narok,2015,Male,Primary,1898.0
Taita Taveta,2014,Female,Secondary,4135.0
Kilifi,2015,Female,primary,6629.0
Embu,2011,male,S,3200.0
Murang'a,2019,F,primary,5110.0
Tana River,2019,FEMALE,S,7167.0
Isiolo,2017,Male,primary,612.0
Busia,2010,FEMALE,Secondary,687.0
Nyeri,2022,Female,P,3690.0
Lamu,2011,Male,Secondary,8804.0
Nakuru,2022,FEMALE,SECONDARY,2307.0
Migori,2018,F,primary,7133.0
Kiambu,2020,male,Primary,6509.0
Migori,2020,M,P,9973.0
Nairobi,2017,F,primary,5906.0
Uasin Gishu,2017,FEMALE,P,2591.0
Nairobi,2019,FEMALE,P,7183.0
Homa Bay,2020,M,SECONDARY,5248.0
Siaya,2012,F,P,8766.0
Kakamega,2015,Male,Primary,5108.0
Siaya,2018,M,Secondary,3604.0
Bungoma,2018,FEMALE,Secondary,669.0
Nairobi,2022,male,Secondary,4364.0
Kitui,two thousand twelve,FEMALE,primary,7329.0
Makueni,2012,male,Primary,1283.0
Bungoma,2016,Male,Secondary,923.0
Meru,2011,male,primary,1125.0
Samburu,2013,FEMALE,S,1529.0
Kajiado,2014,Female,SECONDARY,9786.0
Kajiado,2019,F,Primary,8438.0
Kirinyaga,2019,Male,primary,3711.0
Turkana,2017,Female,Primary,8004.0
Nyandarua,2022,FEMALE,Primary,9752.0
 ,2016,F,Secondary,6274.0
Busia,2019,Male,SECONDARY,3864.0
Kakamega,2013,male,primary,7833.0
Nyandarua,2015,FEMALE,Primary,6788.0
Kajiado,2011,male,SECONDARY,226.0
Kitui,2022,male,primary,264.0
Tana River,2019,M,P,9587.0
Tana River,2021,M,Secondary,645.0
Bomet,2010,male,Primary,
Busia,2017,FEMALE,Secondary,5569.0
Isiolo,2015,FEMALE,P,2990.0
Elgeyo Marakwet,2017,FEMALE,Primary,2504.0
Kiambu,2022,F,primary,
Nairobi,2022,Male,Secondary,587.0
Nyandarua,2017,F,P,
Bungoma,2016,F,S,4079.0
Kiambu,2013,Female,SECONDARY,
Kisumu,2022,M,SECONDARY,6299.0
Isiolo,2021,Female,Secondary,3831.0
 ,2016,male,S,9433.0
Embu,2017,male,Secondary,8381.0
Taita Taveta,2015,male,Primary,9172.0
Nyandarua,2021,M,Secondary,9890.0
Machakos,2021,FEMALE,SECONDARY,1715.0
Nairobi,2020,M,P,6450.0
Garissa,2017,F,SECONDARY,5433.0
Taita Taveta,2014,male,SECONDARY,1098.0
Kericho,2014,male,Secondary,7096.0
Mombasa,2012,male,primary,2326.0
Turkana,2022,M,P,9087.0
Tana River,2013,Female,primary,6416.0
Laikipia,2016,M,P,6980.0
Kiambu,2012,Male,Primary,6763.0
Migori,2019,FEMALE,primary,1674.0
Kakamega,2021,Female,Secondary,7950.0
Makueni,2017,F,Primary,9122.0
Marsabit,2011,Male,P,8915.0
Wajir,2011,Male,SECONDARY,6049.0
Tana River,2014,Female,Secondary,1089.0
Lamu,2012,male,S,4578.0
Bungoma,2018,F,SECONDARY,9127.0
 ,2011,F,Primary,155.0
Nairobi,2010,Female,primary,9262.0
Kisumu,2010,M,S,1958.0
West Pokot,two thousand twelve,Female,Primary,6344.0
Vihiga,2018,Female,P,5779.0
Trans Nzoia,2010,M,Secondary,6144.0
Turkana,2020,M,primary,5063.0
Marsabit,2017,F,P,3830.0
Turkana,2012,M,S,9046.0
Elgeyo Marakwet,2010,Female,S,8831.0
Nairobi,2014,F,SECONDARY,9794.0
Makueni,2020,Female,SECONDARY,6659.0
Mandera,2013,FEMALE,SECONDARY,441.0
Migori,2017,F,SECONDARY,6040.0
Mombasa,2018,Male,S,5925.0
Trans Nzoia,2011,Male,primary,7358.0
Mandera,2012,Female,P,4628.0
Bungoma,2020,Female,S,6370.0
Mombasa,2021,Female,S,9528.0
Laikipia,2018,F,P,948.0
Vihiga,2019,male,Secondary,8179.0
Kakamega,2015,FEMALE,Primary,6115.0
Busia,2014,male,Primary,459.0
Wajir,2021,Male,Primary,7568.0
Makueni,2022,Male,P,4646.0
Garissa,2011,F,primary,392.0
Garissa,2022,Male,S,1787.0
Nyeri,2011,Male,Secondary,7374.0
Mombasa,2022,M,Secondary,
Meru,2022,Male,SECONDARY,4741.0
Murang'a,2015,male,P,7418.0
Migori,2019,F,Secondary,6362.0
 ,2018,Male,S,2454.0
Kericho,2019,Female,primary,9658.0
Bungoma,2010,F,SECONDARY,3674.0
Marsabit,2022,Male,Secondary,1377.0
Tana River,2017,FEMALE,S,6701.0
Nakuru,2012,male,Secondary,2597.0
Kakamega,2012,F,primary,141.0
Turkana,2017,Female,Secondary,2659.0
Makueni,2015,Male,S,4596.0
Elgeyo Marakwet,2010,M,P,9031.0
Kitui,2022,M,Secondary,5661.0
Uasin Gishu,2016,F,Secondary,6142.0
Busia,2022,Male,Primary,5626.0
Nyeri,2011,FEMALE,SECONDARY,8787.0
Lamu,2022,F,Secondary,8472.0
Vihiga,2020,Male,SECONDARY,423.0
Embu,2013,F,SECONDARY,6999.0
Machakos,2020,male,SECONDARY,4249.0
Kiambu,2019,F,S,1750.0
Murang'a,2013,F,Secondary,4757.0
Laikipia,2021,Male,SECONDARY,1967.0
Kilifi,2017,Male,P,4088.0
Homa Bay,2010,Male,P,
Tana River,2020,Male,P,7789.0
Marsabit,2016,Male,P,2946.0
Kakamega,2012,FEMALE,SECONDARY,9641.0
Kericho,2018,FEMALE,Secondary,5394.0
Kajiado,2020,F,primary,7880.0
Kajiado,2017,Male,S,5075.0
Uasin Gishu,2014,Female,primary,7230.0
Kericho,2012,FEMALE,Secondary,1531.0
Bomet,2017,Female,P,2990.0
Kisumu,2019,Male,Secondary,7155.0
Vihiga,2021,FEMALE,SECONDARY,4493.0
Kajiado,2015,male,S,9335.0
Kirinyaga,2022,Male,Primary,933.0
Kiambu,2012,Female,SECONDARY,1460.0
Narok,2018,F,Secondary,2723.0
Kajiado,2018,male,P,285.0
Bungoma,2020,FEMALE,Primary,264.0
Kajiado,2016,Female,SECONDARY,6816.0
Taita Taveta,2010,male,Primary,1762.0
Taita Taveta,2014,Male,Primary,40.0
Kiambu,2013,M,Primary,5827.0
Uasin Gishu,2014,male,primary,8259.0
Wajir,2022,FEMALE,P,987.0
Migori,2020,FEMALE,SECONDARY,7804.0
Kiambu,2020,F,S,7789.0
Lamu,2015,male,primary,5717.0
Meru,2012,F,Secondary,3198.0
Makueni,2014,male,S,5374.0
Kakamega,2019,F,Secondary,4790.0
Siaya,2020,M,primary,7183.0
Kiambu,2022,F,Secondary,2524.0
Kirinyaga,2020,FEMALE,S,9277.0
Vihiga,2022,M,Primary,2479.0
Makueni,2014,F,SECONDARY,
Kakamega,2017,male,primary,5154.0
Trans Nzoia,2017,FEMALE,P,
Busia,2021,FEMALE,Secondary,9777.0
Tharaka-Nithi,2015,Female,S,1492.0
Nyandarua,2013,F,Secondary,660.0
Busia,2017,M,S,1348.0
West Pokot,2021,Female,SECONDARY,9491.0
Kakamega,2018,FEMALE,P,7851.0
Garissa,2022,FEMALE,S,7156.0
Makueni,2020,F,Secondary,
Elgeyo Marakwet,2019,FEMALE,P,7368.0
Nakuru,2012,FEMALE,P,3516.0
Nakuru,2021,M,SECONDARY,9250.0
Mombasa,2022,Male,S,9168.0
Vihiga,2010,Female,S,4577.0
Marsabit,2012,Male,SECONDARY,727.0
Wajir,2022,F,Primary,7468.0
Mombasa,2019,Male,P,342.0
Mandera,2014,Male,primary,1447.0
Tharaka-Nithi,2014,M,SECONDARY,6581.0
Kericho,2020,Female,primary,6317.0
Vihiga,2011,Female,Primary,526.0
West Pokot,2022,Male,Primary,6748.0
Isiolo,2022,Male,Secondary,405.0
Taita Taveta,2014,F,Secondary,7986.0
Taita Taveta,2021,M,P,9765.0
Busia,2010,Female,Primary,3740.0
Kiambu,2017,Male,primary,1846.0
Kitui,2013,Female,SECONDARY,1478.0
Narok,2015,M,Secondary,771.0
Embu,2018,Female,S,5525.0
Kakamega,2011,Female,S,8770.0
Trans Nzoia,2011,F,SECONDARY,193.0
West Pokot,2011,male,primary,2007.0
Embu,2016,M,S,1185.0
Uasin Gishu,2013,male,SECONDARY,2394.0
Lamu,2015,FEMALE,Secondary,9984.0
Kakamega,2021,FEMALE,S,9302.0
Homa Bay,2022,FEMALE,P,4005.0
Kericho,2015,F,S,7429.0
Makueni,2020,Male,Secondary,2261.0
Samburu,2018,FEMALE,P,3736.0
Nakuru,2019,Male,primary,6716.0
Kirinyaga,2011,Female,Secondary,4875.0
Embu,2013,M,Secondary,8921.0
Kilifi,2012,FEMALE,primary,4378.0
Garissa,2016,male,P,7815.0
Mombasa,2021,F,S,3451.0
Wajir,2021,Female,primary,7616.0
Narok,2016,M,Secondary,9836.0
Uasin Gishu,2020,F,S,2800.0
West Pokot,2011,M,Secondary,8333.0
Migori,2014,M,P,5410.0
Narok,2013,FEMALE,Secondary,1455.0
Elgeyo Marakwet,two thousand twelve,M,SECONDARY,6892.0
Mandera,2013,F,S,5808.0
Trans Nzoia,2013,F,primary,6796.0
Garissa,2020,FEMALE,Secondary,4796.0
Kilifi,2020,M,SECONDARY,5093.0
Uasin Gishu,2016,Female,Secondary,1325.0
Elgeyo Marakwet,2013,FEMALE,primary,4976.0
Elgeyo Marakwet,2020,FEMALE,SECONDARY,9405.0
Kericho,2011,Male,primary,1159.0
Kitui,2019,Male,Primary,4650.0
Machakos,2020,male,Primary,4987.0
Marsabit,2020,Male,primary,4697.0
Tana River,2022,F,primary,340.0
Kitui,2015,Male,Secondary,3828.0
Laikipia,2015,Female,Secondary,
Isiolo,2014,F,S,
Narok,2019,F,P,
Narok,2012,M,P,6376.0
Isiolo,2019,male,primary,1800.0
Murang'a,2011,M,S,5463.0
Busia,2016,F,primary,4912.0
Marsabit,2013,M,P,4648.0
Samburu,2015,FEMALE,P,855.0
Makueni,2020,male,SECONDARY,2866.0
Tharaka-Nithi,2010,Male,S,182.0
Nyeri,2015,F,Primary,3112.0
Taita Taveta,2013,M,Secondary,5670.0
Kericho,2014,Male,Primary,4492.0
Elgeyo Marakwet,2013,Female,primary,5823.0
Mandera,2012,FEMALE,SECONDARY,
Homa Bay,2020,M,SECONDARY,5002.0
Isiolo,2015,M,S,1356.0
Laikipia,2015,Female,SECONDARY,3629.0
West Pokot,2010,F,SECONDARY,3628.0
Uasin Gishu,2018,FEMALE,S,8210.0
Uasin Gishu,2012,male,primary,6132.0
Isiolo,2014,M,SECONDARY,9324.0
Taita Taveta,2015,M,S,6588.0
Embu,2014,Male,P,3311.0
Lamu,2014,male,Primary,6048.0
Machakos,2016,F,primary,6246.0
Uasin Gishu,2010,M,P,987.0
Turkana,2022,male,Primary,3321.0
Bungoma,2011,Female,Primary,4615.0
Migori,2017,FEMALE,S,8365.0
Embu,2015,F,Primary,3741.0
Garissa,2012,F,SECONDARY,3052.0
Garissa,2021,F,S,6574.0
Kiambu,2011,Female,primary,726.0
Turkana,2020,M,primary,
Uasin Gishu,2017,Female,S,5806.0
Tharaka-Nithi,2012,M,S,1875.0
 ,2015,male,P,6993.0
Uasin Gishu,2014,male,S,4033.0
Wajir,2010,FEMALE,SECONDARY,5443.0
Garissa,2012,Female,Primary,989.0
Turkana,2016,Female,SECONDARY,3744.0
Taita Taveta,2020,Male,S,8611.0
Mandera,2020,Female,Secondary,
Bomet,2012,Male,Primary,
Mombasa,2011,FEMALE,SECONDARY,935.0
 ,2013,F,Primary,3808.0
Kajiado,2013,male,Primary,331.0
Marsabit,2018,F,primary,7922.0
Garissa,2021,F,SECONDARY,2702.0
Trans Nzoia,2020,F,primary,
Vihiga,2018,Female,SECONDARY,5054.0
Turkana,2020,FEMALE,SECONDARY,3868.0
Kirinyaga,2017,M,Secondary,4200.0
Elgeyo Marakwet,2022,F,Primary,201.0
Homa Bay,2015,Female,Primary,2497.0
Busia,2011,M,SECONDARY,1842.0
Mandera,2021,male,S,9101.0
Homa Bay,2018,FEMALE,S,4658.0
Kilifi,2013,Female,primary,7544.0
Kisumu,2014,Male,Secondary,7718.0
Lamu,2016,F,Primary,770.0
Mandera,2013,Male,SECONDARY,3155.0
Siaya,2013,F,Primary,1628.0
Machakos,2012,Male,P,386.0
 ,2010,Female,Primary,6031.0
Uasin Gishu,2019,M,S,6439.0
Isiolo,2013,F,Secondary,6401.0
Uasin Gishu,2022,Female,SECONDARY,4008.0
 ,2011,Male,P,2466.0
Nyeri,2018,male,SECONDARY,2282.0
Nairobi,2017,Male,primary,1856.0
Kakamega,2022,FEMALE,primary,7980.0
Embu,2021,Female,S,1998.0
Nyandarua,2012,M,primary,5476.0
Narok,2018,Female,Secondary,9428.0
Migori,2012,M,S,4669.0
Wajir,2012,FEMALE,Primary,9342.0
Kajiado,2015,Male,Secondary,4318.0
Makueni,2019,M,primary,7064.0
Nakuru,2017,male,Primary,7446.0
Homa Bay,2017,Male,Primary,1431.0
Uasin Gishu,2019,F,Primary,5624.0
Vihiga,2011,Female,Secondary,7461.0
Migori,2010,Male,SECONDARY,1819.0
West Pokot,2013,F,S,1130.0
Turkana,2013,Male,primary,6563.0
Kericho,2018,male,S,2658.0
Machakos,2014,M,S,3500.0
Makueni,2022,FEMALE,S,8566.0
Taita Taveta,2022,M,S,2120.0
Tharaka-Nithi,2021,Female,P,4020.0
Trans Nzoia,2010,Male,SECONDARY,3259.0
Murang'a,2015,male,SECONDARY,1823.0
Siaya,2018,male,Secondary,1474.0
Embu,2016,Male,SECONDARY,2242.0
Garissa,2013,male,S,3243.0
Bomet,2014,Female,S,6990.0
Kericho,2016,Female,P,5160.0
Meru,2013,M,primary,3134.0
Migori,2020,F,primary,2070.0
Narok,2010,Female,Secondary,
Lamu,2016,male,S,1141.0
Wajir,2012,Female,primary,1635.0
Homa Bay,2016,F,SECONDARY,4000.0
Kilifi,2014,M,S,3361.0
Laikipia,2010,Female,S,6583.0
Elgeyo Marakwet,2022,Male,primary,
Meru,two thousand twelve,F,Secondary,6.0
Garissa,2013,Female,S,3267.0
Homa Bay,2012,male,Secondary,
Lamu,2020,Female,S,9783.0
Laikipia,2018,F,SECONDARY,4928.0
Wajir,2016,Female,S,2606.0
Makueni,2021,M,SECONDARY,5906.0
 ,2014,F,Primary,3273.0
Isiolo,2018,F,S,7611.0
Kitui,2020,M,Secondary,913.0
Murang'a,2018,M,Secondary,2011.0
Migori,2020,F,SECONDARY,1442.0
Samburu,2018,Male,Secondary,5546.0
Murang'a,2014,Female,primary,1829.0
Kajiado,2022,F,SECONDARY,8767.0
Busia,2022,FEMALE,SECONDARY,6468.0
Wajir,2015,F,P,929.0
Machakos,2018,male,Primary,3699.0
Busia,2010,F,Primary,9655.0
Murang'a,2014,FEMALE,Primary,1054.0
Nakuru,2014,Male,S,5744.0
Mombasa,2011,Female,SECONDARY,1900.0
Narok,2022,M,primary,9649.0
Homa Bay,2015,male,Secondary,6980.0
Homa Bay,2022,FEMALE,SECONDARY,7069.0
Nakuru,2022,Female,Primary,9591.0
Siaya,2014,male,S,3415.0
Kisumu,2016,male,primary,442.0
Uasin Gishu,2017,male,S,6218.0
Samburu,2022,Male,primary,4652.0
Homa Bay,2019,Male,primary,7939.0
Kirinyaga,2021,Female,S,7833.0
Garissa,2017,Male,SECONDARY,9370.0
Bomet,2014,male,Primary,
Busia,2013,Female,P,4458.0
Bomet,2015,Male,S,6591.0
Mombasa,2015,FEMALE,S,
Marsabit,2014,Male,S,2309.0
Vihiga,2012,FEMALE,SECONDARY,6268.0
Homa Bay,2010,FEMALE,S,
Uasin Gishu,2017,Female,Secondary,4340.0
Vihiga,2016,Female,S,4009.0
Nairobi,2017,F,Secondary,6628.0
Uasin Gishu,2014,M,Primary,2169.0
Isiolo,2015,male,S,2172.0
Mandera,2021,male,primary,5668.0
Mombasa,2010,F,primary,6313.0
Nyeri,2022,M,Primary,8315.0
West Pokot,2011,male,Primary,8036.0
Tana River,2016,Female,SECONDARY,6789.0
Makueni,2020,Female,S,785.0
Kisumu,2018,M,primary,6139.0
Migori,2010,Female,S,6344.0
Mombasa,2019,F,SECONDARY,2416.0
Siaya,2010,FEMALE,primary,8988.0
Isiolo,2013,Male,S,4154.0
Kiambu,2011,FEMALE,P,5619.0
Mandera,2010,Male,Primary,1936.0
Nairobi,2016,M,P,3807.0
Kericho,2020,FEMALE,P,7151.0
Wajir,2018,FEMALE,P,
Turkana,2021,M,primary,3236.0
Nyandarua,2020,FEMALE,SECONDARY,2352.0
Murang'a,2018,M,SECONDARY,
Machakos,2017,Male,Secondary,8556.0
Elgeyo Marakwet,2015,male,primary,4916.0
Homa Bay,2019,F,S,5498.0
Embu,2020,Male,primary,946.0
Nyeri,2012,FEMALE,Primary,9569.0
Taita Taveta,2011,M,Secondary,1439.0
Nyeri,2011,Female,P,7730.0
Vihiga,2013,male,Primary,4857.0
Taita Taveta,2020,Female,SECONDARY,340.0
Vihiga,2020,Male,primary,382.0
Nairobi,2012,male,Primary,9748.0
Kericho,2010,Female,P,8491.0
Kajiado,2014,FEMALE,S,138.0
Homa Bay,2012,F,Primary,358.0
Kajiado,2017,Male,P,4931.0
Murang'a,2010,Male,SECONDARY,9714.0
Busia,2020,Female,S,3456.0
Bungoma,2014,Female,P,1627.0
Trans Nzoia,2021,FEMALE,Secondary,9495.0
Bomet,2016,M,SECONDARY,6626.0
Kilifi,2020,F,P,5004.0
Turkana,2018,F,S,9326.0
Kericho,2013,Female,S,6652.0
 ,2015,FEMALE,primary,6416.0
Makueni,2012,FEMALE,Primary,3170.0
Embu,2020,male,Secondary,3835.0
Nakuru,2015,male,primary,8017.0
Tharaka-Nithi,2021,Female,Primary,2151.0
